id_hotel2,nombre_hotel,estrellas,precio_noche
hotel_06,Hotel Encanto Real,5.0,456.14
hotel_08,Hotel Jardines del Rey,3.0,279.01
hotel_02,Hotel Monte Verde,2.0,408.93
hotel_07,Palacio del Sol,3.0,83.03
hotel_03,Hotel Brisas del Mar,2.0,378.97
hotel_11,Hotel Torre Dorada,3.0,302.35
hotel_11,Hotel Torre Dorada,3.0,337.81
hotel_13,Hotel Luz de Madrid,4.0,345.87
hotel_20,Hotel Maravilla Real,4.0,439.03
hotel_14,Hotel Los Almendros,3.0,386.69
hotel_09,Hotel Las Estrellas,5.0,442.68
hotel_07,Palacio del Sol,5.0,392.05
hotel_10,Gran Hotel Madrid,4.0,218.07
hotel_04,Hotel Camino del Sol,3.0,204.27
hotel_20,Hotel Maravilla Real,1.0,337.6
hotel_04,Hotel Camino del Sol,2.0,175.33
hotel_11,Hotel Torre Dorada,3.0,380.32
hotel_06,Hotel Encanto Real,2.0,200.62
hotel_17,Hotel Rincón Sereno,3.0,86.51
hotel_09,Hotel Las Estrellas,5.0,319.86
hotel_12,Hotel Palacio Imperial,3.0,173.53
hotel_09,Hotel Las Estrellas,4.0,223.59
hotel_02,Hotel Monte Verde,2.0,240.97
hotel_02,Hotel Monte Verde,1.0,210.01
hotel_13,Hotel Luz de Madrid,4.0,449.01
hotel_15,Hotel Sol y Luna,1.0,156.9
hotel_20,Hotel Maravilla Real,2.0,207.92
hotel_08,Hotel Jardines del Rey,1.0,228.19
hotel_18,Hotel Vista Alegre,2.0,343.48
hotel_16,Hotel Mirador Real,5.0,106.8
hotel_09,Hotel Las Estrellas,4.0,187.38
hotel_20,Hotel Maravilla Real,3.0,71.96
hotel_20,Hotel Maravilla Real,1.0,412.0
hotel_06,Hotel Encanto Real,3.0,299.09
hotel_03,Hotel Brisas del Mar,5.0,386.48
hotel_16,Hotel Mirador Real,4.0,196.82
hotel_18,Hotel Vista Alegre,4.0,160.26
hotel_18,Hotel Vista Alegre,4.0,334.84
hotel_05,Hotel Puerta del Cielo,5.0,227.78
hotel_18,Hotel Vista Alegre,5.0,319.68
hotel_18,Hotel Vista Alegre,5.0,233.94
hotel_06,Hotel Encanto Real,3.0,126.81
hotel_17,Hotel Rincón Sereno,4.0,437.39
hotel_06,Hotel Encanto Real,2.0,297.05
hotel_03,Hotel Brisas del Mar,4.0,166.91
hotel_13,Hotel Luz de Madrid,1.0,170.14
hotel_02,Hotel Monte Verde,1.0,424.03
hotel_20,Hotel Maravilla Real,1.0,472.16
hotel_18,Hotel Vista Alegre,5.0,216.64
hotel_05,Hotel Puerta del Cielo,5.0,184.51
hotel_07,Palacio del Sol,4.0,142.69
hotel_19,Hotel Costa Azul,5.0,391.69
hotel_17,Hotel Rincón Sereno,3.0,348.32
hotel_02,Hotel Monte Verde,5.0,207.72
hotel_02,Hotel Monte Verde,3.0,58.42
hotel_08,Hotel Jardines del Rey,3.0,341.88
hotel_07,Palacio del Sol,3.0,345.75
hotel_11,Hotel Torre Dorada,3.0,376.66
hotel_19,Hotel Costa Azul,3.0,232.2
hotel_11,Hotel Torre Dorada,4.0,144.72
hotel_07,Palacio del Sol,1.0,348.79
hotel_05,Hotel Puerta del Cielo,5.0,436.45
hotel_16,Hotel Mirador Real,5.0,348.44
hotel_03,Hotel Brisas del Mar,4.0,208.57
hotel_07,Palacio del Sol,2.0,230.57
hotel_02,Hotel Monte Verde,3.0,227.07
hotel_18,Hotel Vista Alegre,5.0,156.99
hotel_15,Hotel Sol y Luna,5.0,207.27
hotel_14,Hotel Los Almendros,4.0,93.96
hotel_16,Hotel Mirador Real,1.0,398.03
hotel_08,Hotel Jardines del Rey,3.0,125.43
hotel_07,Palacio del Sol,3.0,58.2
hotel_12,Hotel Palacio Imperial,1.0,498.68
hotel_17,Hotel Rincón Sereno,2.0,351.24
hotel_02,Hotel Monte Verde,5.0,300.18
hotel_08,Hotel Jardines del Rey,4.0,283.18
hotel_13,Hotel Luz de Madrid,1.0,371.24
hotel_13,Hotel Luz de Madrid,1.0,135.92
hotel_15,Hotel Sol y Luna,1.0,206.56
hotel_13,Hotel Luz de Madrid,4.0,387.36
hotel_14,Hotel Los Almendros,5.0,269.99
hotel_07,Palacio del Sol,4.0,190.66
hotel_03,Hotel Brisas del Mar,5.0,99.42
hotel_11,Hotel Torre Dorada,4.0,349.05
hotel_17,Hotel Rincón Sereno,2.0,405.75
hotel_10,Gran Hotel Madrid,4.0,70.45
hotel_16,Hotel Mirador Real,1.0,292.24
hotel_07,Palacio del Sol,2.0,410.37
hotel_10,Gran Hotel Madrid,5.0,172.44
hotel_19,Hotel Costa Azul,4.0,335.85
hotel_11,Hotel Torre Dorada,4.0,265.89
hotel_15,Hotel Sol y Luna,1.0,138.2
hotel_18,Hotel Vista Alegre,4.0,302.31
hotel_02,Hotel Monte Verde,2.0,128.34
hotel_06,Hotel Encanto Real,2.0,368.38
hotel_11,Hotel Torre Dorada,1.0,243.11
hotel_08,Hotel Jardines del Rey,2.0,352.49
hotel_13,Hotel Luz de Madrid,1.0,440.02
hotel_04,Hotel Camino del Sol,5.0,270.14
hotel_05,Hotel Puerta del Cielo,4.0,429.3
hotel_16,Hotel Mirador Real,4.0,333.12
hotel_02,Hotel Monte Verde,3.0,358.89
hotel_07,Palacio del Sol,5.0,99.21
hotel_13,Hotel Luz de Madrid,4.0,88.39
hotel_18,Hotel Vista Alegre,1.0,359.21
hotel_11,Hotel Torre Dorada,2.0,95.11
hotel_04,Hotel Camino del Sol,3.0,401.14
hotel_18,Hotel Vista Alegre,2.0,167.07
hotel_20,Hotel Maravilla Real,2.0,167.46
hotel_10,Gran Hotel Madrid,1.0,170.12
hotel_08,Hotel Jardines del Rey,4.0,126.03
hotel_13,Hotel Luz de Madrid,3.0,278.66
hotel_11,Hotel Torre Dorada,1.0,70.78
hotel_04,Hotel Camino del Sol,2.0,98.77
hotel_03,Hotel Brisas del Mar,1.0,114.96
hotel_07,Palacio del Sol,4.0,133.48
hotel_20,Hotel Maravilla Real,4.0,295.51
hotel_11,Hotel Torre Dorada,2.0,225.46
hotel_05,Hotel Puerta del Cielo,3.0,224.2
hotel_12,Hotel Palacio Imperial,3.0,326.63
hotel_19,Hotel Costa Azul,5.0,195.3
hotel_16,Hotel Mirador Real,5.0,403.07
hotel_17,Hotel Rincón Sereno,1.0,373.68
hotel_07,Palacio del Sol,5.0,201.32
hotel_06,Hotel Encanto Real,3.0,105.51
hotel_04,Hotel Camino del Sol,2.0,134.51
hotel_12,Hotel Palacio Imperial,3.0,479.51
hotel_06,Hotel Encanto Real,5.0,465.01
hotel_02,Hotel Monte Verde,2.0,401.42
hotel_07,Palacio del Sol,4.0,113.26
hotel_20,Hotel Maravilla Real,1.0,406.69
hotel_03,Hotel Brisas del Mar,5.0,139.53
hotel_08,Hotel Jardines del Rey,5.0,422.39
hotel_12,Hotel Palacio Imperial,2.0,233.7
hotel_17,Hotel Rincón Sereno,3.0,433.07
hotel_08,Hotel Jardines del Rey,3.0,219.81
hotel_06,Hotel Encanto Real,2.0,186.91
hotel_11,Hotel Torre Dorada,3.0,135.22
hotel_15,Hotel Sol y Luna,2.0,304.81
hotel_17,Hotel Rincón Sereno,1.0,94.97
hotel_20,Hotel Maravilla Real,4.0,205.42
hotel_13,Hotel Luz de Madrid,1.0,108.3
hotel_19,Hotel Costa Azul,5.0,164.01
hotel_13,Hotel Luz de Madrid,5.0,157.57
hotel_14,Hotel Los Almendros,1.0,259.14
hotel_11,Hotel Torre Dorada,4.0,189.56
hotel_19,Hotel Costa Azul,2.0,70.06
hotel_17,Hotel Rincón Sereno,3.0,199.99
hotel_15,Hotel Sol y Luna,3.0,102.33
hotel_12,Hotel Palacio Imperial,2.0,313.98
hotel_03,Hotel Brisas del Mar,4.0,91.72
hotel_09,Hotel Las Estrellas,4.0,430.3
hotel_03,Hotel Brisas del Mar,5.0,450.94
hotel_14,Hotel Los Almendros,1.0,411.23
hotel_11,Hotel Torre Dorada,4.0,267.84
hotel_03,Hotel Brisas del Mar,4.0,353.11
hotel_12,Hotel Palacio Imperial,2.0,280.27
hotel_16,Hotel Mirador Real,1.0,278.1
hotel_20,Hotel Maravilla Real,3.0,54.68
hotel_03,Hotel Brisas del Mar,4.0,287.78
hotel_11,Hotel Torre Dorada,5.0,220.52
hotel_18,Hotel Vista Alegre,4.0,148.31
hotel_12,Hotel Palacio Imperial,4.0,65.19
hotel_12,Hotel Palacio Imperial,1.0,318.25
hotel_14,Hotel Los Almendros,2.0,306.27
hotel_09,Hotel Las Estrellas,4.0,260.79
hotel_03,Hotel Brisas del Mar,1.0,391.67
hotel_10,Gran Hotel Madrid,4.0,347.3
hotel_09,Hotel Las Estrellas,2.0,179.33
hotel_13,Hotel Luz de Madrid,1.0,163.49
hotel_13,Hotel Luz de Madrid,5.0,425.52
hotel_15,Hotel Sol y Luna,4.0,368.46
hotel_13,Hotel Luz de Madrid,3.0,246.93
hotel_19,Hotel Costa Azul,4.0,277.62
hotel_13,Hotel Luz de Madrid,3.0,64.84
hotel_17,Hotel Rincón Sereno,3.0,179.26
hotel_20,Hotel Maravilla Real,1.0,482.82
hotel_05,Hotel Puerta del Cielo,2.0,207.52
hotel_12,Hotel Palacio Imperial,4.0,195.78
hotel_03,Hotel Brisas del Mar,3.0,486.77
hotel_14,Hotel Los Almendros,5.0,300.7
hotel_15,Hotel Sol y Luna,2.0,294.95
hotel_19,Hotel Costa Azul,1.0,125.94
hotel_06,Hotel Encanto Real,5.0,455.87
hotel_08,Hotel Jardines del Rey,5.0,484.0
hotel_09,Hotel Las Estrellas,5.0,399.52
hotel_09,Hotel Las Estrellas,3.0,163.21
hotel_17,Hotel Rincón Sereno,5.0,417.84
hotel_15,Hotel Sol y Luna,2.0,101.67
hotel_20,Hotel Maravilla Real,1.0,293.85
hotel_10,Gran Hotel Madrid,2.0,195.87
hotel_06,Hotel Encanto Real,2.0,202.3
hotel_15,Hotel Sol y Luna,1.0,356.49
hotel_03,Hotel Brisas del Mar,3.0,212.37
hotel_18,Hotel Vista Alegre,1.0,288.41
hotel_12,Hotel Palacio Imperial,3.0,109.21
hotel_03,Hotel Brisas del Mar,2.0,400.95
hotel_10,Gran Hotel Madrid,2.0,174.09
hotel_04,Hotel Camino del Sol,3.0,74.92
hotel_08,Hotel Jardines del Rey,2.0,469.39
hotel_17,Hotel Rincón Sereno,2.0,278.45
hotel_15,Hotel Sol y Luna,4.0,290.7
hotel_02,Hotel Monte Verde,4.0,438.98
hotel_13,Hotel Luz de Madrid,4.0,153.09
hotel_07,Palacio del Sol,5.0,275.07
hotel_10,Gran Hotel Madrid,1.0,93.03
hotel_17,Hotel Rincón Sereno,2.0,324.18
hotel_11,Hotel Torre Dorada,2.0,207.67
hotel_03,Hotel Brisas del Mar,2.0,375.71
hotel_15,Hotel Sol y Luna,3.0,252.47
hotel_20,Hotel Maravilla Real,2.0,313.46
hotel_03,Hotel Brisas del Mar,3.0,204.64
hotel_08,Hotel Jardines del Rey,5.0,243.2
hotel_09,Hotel Las Estrellas,1.0,177.08
hotel_12,Hotel Palacio Imperial,3.0,200.4
hotel_05,Hotel Puerta del Cielo,2.0,497.7
hotel_09,Hotel Las Estrellas,4.0,312.26
hotel_06,Hotel Encanto Real,2.0,156.97
hotel_17,Hotel Rincón Sereno,4.0,478.6
hotel_16,Hotel Mirador Real,3.0,446.83
hotel_02,Hotel Monte Verde,3.0,138.89
hotel_09,Hotel Las Estrellas,5.0,283.49
hotel_07,Palacio del Sol,3.0,212.85
hotel_20,Hotel Maravilla Real,1.0,150.25
hotel_19,Hotel Costa Azul,3.0,393.29
hotel_17,Hotel Rincón Sereno,5.0,106.4
hotel_10,Gran Hotel Madrid,5.0,331.91
hotel_18,Hotel Vista Alegre,3.0,265.04
hotel_18,Hotel Vista Alegre,2.0,221.86
hotel_19,Hotel Costa Azul,1.0,149.36
hotel_16,Hotel Mirador Real,1.0,373.01
hotel_07,Palacio del Sol,4.0,158.77
hotel_06,Hotel Encanto Real,3.0,228.19
hotel_15,Hotel Sol y Luna,1.0,486.34
hotel_19,Hotel Costa Azul,2.0,169.64
hotel_19,Hotel Costa Azul,3.0,308.83
hotel_06,Hotel Encanto Real,3.0,408.75
hotel_09,Hotel Las Estrellas,3.0,124.76
hotel_08,Hotel Jardines del Rey,2.0,54.76
hotel_10,Gran Hotel Madrid,4.0,308.58
hotel_05,Hotel Puerta del Cielo,3.0,232.95
hotel_02,Hotel Monte Verde,3.0,269.99
hotel_05,Hotel Puerta del Cielo,2.0,371.47
hotel_17,Hotel Rincón Sereno,5.0,230.24
hotel_16,Hotel Mirador Real,5.0,415.13
hotel_19,Hotel Costa Azul,5.0,187.59
hotel_08,Hotel Jardines del Rey,5.0,174.72
hotel_17,Hotel Rincón Sereno,5.0,128.52
hotel_19,Hotel Costa Azul,5.0,255.49
hotel_17,Hotel Rincón Sereno,2.0,160.81
hotel_08,Hotel Jardines del Rey,1.0,333.07
hotel_07,Palacio del Sol,2.0,240.39
hotel_11,Hotel Torre Dorada,5.0,59.73
hotel_19,Hotel Costa Azul,3.0,74.72
hotel_18,Hotel Vista Alegre,2.0,229.88
hotel_15,Hotel Sol y Luna,4.0,93.12
hotel_02,Hotel Monte Verde,5.0,476.23
hotel_16,Hotel Mirador Real,1.0,411.78
hotel_05,Hotel Puerta del Cielo,3.0,452.9
hotel_09,Hotel Las Estrellas,3.0,85.4
hotel_10,Gran Hotel Madrid,4.0,154.65
hotel_19,Hotel Costa Azul,3.0,313.86
hotel_19,Hotel Costa Azul,3.0,371.96
hotel_06,Hotel Encanto Real,5.0,469.21
hotel_17,Hotel Rincón Sereno,3.0,99.52
hotel_13,Hotel Luz de Madrid,4.0,452.35
hotel_18,Hotel Vista Alegre,3.0,481.45
hotel_14,Hotel Los Almendros,1.0,427.94
hotel_06,Hotel Encanto Real,5.0,430.41
hotel_18,Hotel Vista Alegre,1.0,156.84
hotel_06,Hotel Encanto Real,3.0,256.18
hotel_04,Hotel Camino del Sol,4.0,74.62
hotel_14,Hotel Los Almendros,5.0,350.43
hotel_14,Hotel Los Almendros,1.0,358.62
hotel_11,Hotel Torre Dorada,1.0,68.9
hotel_14,Hotel Los Almendros,1.0,462.4
hotel_20,Hotel Maravilla Real,5.0,268.51
hotel_08,Hotel Jardines del Rey,1.0,292.07
hotel_19,Hotel Costa Azul,5.0,223.63
hotel_17,Hotel Rincón Sereno,5.0,485.09
hotel_03,Hotel Brisas del Mar,4.0,287.34
hotel_10,Gran Hotel Madrid,5.0,496.85
hotel_04,Hotel Camino del Sol,2.0,391.43
hotel_15,Hotel Sol y Luna,4.0,285.79
hotel_05,Hotel Puerta del Cielo,4.0,100.51
hotel_03,Hotel Brisas del Mar,4.0,256.14
hotel_15,Hotel Sol y Luna,5.0,282.08
hotel_20,Hotel Maravilla Real,5.0,478.52
hotel_16,Hotel Mirador Real,3.0,217.04
hotel_06,Hotel Encanto Real,3.0,257.64
hotel_14,Hotel Los Almendros,4.0,303.92
hotel_04,Hotel Camino del Sol,3.0,80.76
hotel_14,Hotel Los Almendros,1.0,186.93
hotel_06,Hotel Encanto Real,5.0,162.01
hotel_18,Hotel Vista Alegre,1.0,314.85
hotel_03,Hotel Brisas del Mar,4.0,207.26
hotel_19,Hotel Costa Azul,1.0,266.94
hotel_04,Hotel Camino del Sol,4.0,220.33
hotel_05,Hotel Puerta del Cielo,5.0,98.47
hotel_07,Palacio del Sol,2.0,55.67
hotel_03,Hotel Brisas del Mar,3.0,112.31
hotel_02,Hotel Monte Verde,3.0,346.17
hotel_10,Gran Hotel Madrid,5.0,278.27
hotel_11,Hotel Torre Dorada,4.0,429.31
hotel_20,Hotel Maravilla Real,4.0,156.6
hotel_08,Hotel Jardines del Rey,1.0,93.82
hotel_10,Gran Hotel Madrid,1.0,286.76
hotel_02,Hotel Monte Verde,2.0,180.96
hotel_16,Hotel Mirador Real,1.0,271.26
hotel_14,Hotel Los Almendros,3.0,304.87
hotel_18,Hotel Vista Alegre,5.0,389.56
hotel_13,Hotel Luz de Madrid,2.0,284.83
hotel_02,Hotel Monte Verde,4.0,253.54
hotel_10,Gran Hotel Madrid,2.0,107.32
hotel_13,Hotel Luz de Madrid,4.0,67.52
hotel_06,Hotel Encanto Real,3.0,132.99
hotel_20,Hotel Maravilla Real,2.0,96.02
hotel_15,Hotel Sol y Luna,3.0,447.14
hotel_04,Hotel Camino del Sol,1.0,244.1
hotel_17,Hotel Rincón Sereno,5.0,310.59
hotel_08,Hotel Jardines del Rey,4.0,300.58
hotel_02,Hotel Monte Verde,5.0,263.13
hotel_15,Hotel Sol y Luna,2.0,186.31
hotel_18,Hotel Vista Alegre,3.0,362.33
hotel_03,Hotel Brisas del Mar,1.0,84.55
hotel_07,Palacio del Sol,5.0,426.91
hotel_13,Hotel Luz de Madrid,5.0,221.11
hotel_19,Hotel Costa Azul,5.0,404.58
hotel_16,Hotel Mirador Real,4.0,88.36
hotel_07,Palacio del Sol,1.0,305.53
hotel_13,Hotel Luz de Madrid,5.0,380.13
hotel_14,Hotel Los Almendros,5.0,376.82
hotel_19,Hotel Costa Azul,3.0,485.96
hotel_06,Hotel Encanto Real,5.0,139.09
hotel_05,Hotel Puerta del Cielo,1.0,335.06
hotel_19,Hotel Costa Azul,2.0,464.72
hotel_11,Hotel Torre Dorada,1.0,250.21
hotel_03,Hotel Brisas del Mar,4.0,67.34
hotel_13,Hotel Luz de Madrid,4.0,406.56
hotel_06,Hotel Encanto Real,1.0,286.95
hotel_03,Hotel Brisas del Mar,4.0,414.19
hotel_18,Hotel Vista Alegre,4.0,106.3
hotel_10,Gran Hotel Madrid,4.0,319.83
hotel_12,Hotel Palacio Imperial,3.0,150.11
hotel_19,Hotel Costa Azul,2.0,252.39
hotel_13,Hotel Luz de Madrid,3.0,417.11
hotel_12,Hotel Palacio Imperial,3.0,125.51
hotel_04,Hotel Camino del Sol,1.0,366.26
hotel_10,Gran Hotel Madrid,1.0,158.64
hotel_02,Hotel Monte Verde,3.0,321.14
hotel_19,Hotel Costa Azul,4.0,124.57
hotel_16,Hotel Mirador Real,4.0,59.58
hotel_05,Hotel Puerta del Cielo,5.0,229.99
hotel_20,Hotel Maravilla Real,1.0,278.93
hotel_15,Hotel Sol y Luna,1.0,413.65
hotel_15,Hotel Sol y Luna,1.0,409.06
hotel_08,Hotel Jardines del Rey,2.0,458.34
hotel_07,Palacio del Sol,1.0,249.86
hotel_11,Hotel Torre Dorada,4.0,249.05
hotel_15,Hotel Sol y Luna,2.0,175.1
hotel_06,Hotel Encanto Real,3.0,178.97
hotel_16,Hotel Mirador Real,2.0,240.28
hotel_14,Hotel Los Almendros,3.0,348.61
hotel_07,Palacio del Sol,4.0,152.96
hotel_19,Hotel Costa Azul,3.0,418.33
hotel_10,Gran Hotel Madrid,3.0,444.39
hotel_13,Hotel Luz de Madrid,3.0,223.12
hotel_17,Hotel Rincón Sereno,4.0,372.92
hotel_11,Hotel Torre Dorada,3.0,147.4
hotel_18,Hotel Vista Alegre,2.0,277.95
hotel_13,Hotel Luz de Madrid,3.0,430.6
hotel_18,Hotel Vista Alegre,4.0,426.01
hotel_06,Hotel Encanto Real,3.0,299.02
hotel_08,Hotel Jardines del Rey,1.0,173.06
hotel_13,Hotel Luz de Madrid,4.0,462.82
hotel_03,Hotel Brisas del Mar,5.0,52.63
hotel_02,Hotel Monte Verde,4.0,442.71
hotel_07,Palacio del Sol,4.0,446.37
hotel_11,Hotel Torre Dorada,5.0,226.93
hotel_13,Hotel Luz de Madrid,2.0,226.91
hotel_12,Hotel Palacio Imperial,1.0,362.27
hotel_02,Hotel Monte Verde,3.0,348.17
hotel_17,Hotel Rincón Sereno,1.0,347.63
hotel_11,Hotel Torre Dorada,2.0,228.88
hotel_10,Gran Hotel Madrid,3.0,
hotel_10,Gran Hotel Madrid,1.0,225.23
hotel_07,Palacio del Sol,1.0,402.69
hotel_14,Hotel Los Almendros,1.0,240.85
hotel_16,Hotel Mirador Real,3.0,136.63
hotel_06,Hotel Encanto Real,2.0,86.85
hotel_13,Hotel Luz de Madrid,5.0,434.15
hotel_08,Hotel Jardines del Rey,2.0,265.12
hotel_20,Hotel Maravilla Real,1.0,349.38
hotel_19,Hotel Costa Azul,4.0,476.9
hotel_14,Hotel Los Almendros,1.0,486.23
hotel_20,Hotel Maravilla Real,5.0,494.51
hotel_08,Hotel Jardines del Rey,1.0,59.44
hotel_07,Palacio del Sol,4.0,419.87
hotel_14,Hotel Los Almendros,3.0,119.98
hotel_11,Hotel Torre Dorada,1.0,135.16
hotel_15,Hotel Sol y Luna,2.0,245.54
hotel_19,Hotel Costa Azul,2.0,370.85
hotel_04,Hotel Camino del Sol,2.0,404.77
hotel_19,Hotel Costa Azul,4.0,128.65
hotel_09,Hotel Las Estrellas,2.0,194.39
hotel_20,Hotel Maravilla Real,3.0,166.15
hotel_14,Hotel Los Almendros,5.0,410.64
hotel_07,Palacio del Sol,1.0,442.44
hotel_14,Hotel Los Almendros,3.0,149.34
hotel_17,Hotel Rincón Sereno,1.0,302.86
hotel_10,Gran Hotel Madrid,4.0,366.11
hotel_20,Hotel Maravilla Real,4.0,400.99
hotel_03,Hotel Brisas del Mar,5.0,127.27
hotel_16,Hotel Mirador Real,4.0,57.11
hotel_14,Hotel Los Almendros,2.0,125.72
hotel_15,Hotel Sol y Luna,2.0,227.86
hotel_06,Hotel Encanto Real,5.0,278.91
hotel_03,Hotel Brisas del Mar,5.0,330.11
hotel_19,Hotel Costa Azul,4.0,260.77
hotel_02,Hotel Monte Verde,3.0,433.71
hotel_16,Hotel Mirador Real,1.0,373.91
hotel_13,Hotel Luz de Madrid,4.0,353.93
hotel_13,Hotel Luz de Madrid,4.0,482.58
hotel_03,Hotel Brisas del Mar,5.0,96.52
hotel_15,Hotel Sol y Luna,5.0,63.77
hotel_10,Gran Hotel Madrid,5.0,480.3
hotel_16,Hotel Mirador Real,5.0,483.79
hotel_09,Hotel Las Estrellas,1.0,150.42
hotel_20,Hotel Maravilla Real,5.0,357.32
hotel_19,Hotel Costa Azul,4.0,336.49
hotel_09,Hotel Las Estrellas,1.0,207.01
hotel_12,Hotel Palacio Imperial,1.0,78.81
hotel_16,Hotel Mirador Real,1.0,295.14
hotel_02,Hotel Monte Verde,3.0,120.64
hotel_06,Hotel Encanto Real,1.0,480.64
hotel_18,Hotel Vista Alegre,2.0,395.85
hotel_10,Gran Hotel Madrid,1.0,143.59
hotel_18,Hotel Vista Alegre,2.0,498.2
hotel_20,Hotel Maravilla Real,2.0,119.08
hotel_16,Hotel Mirador Real,2.0,444.71
hotel_11,Hotel Torre Dorada,1.0,413.09
hotel_07,Palacio del Sol,4.0,439.0
hotel_14,Hotel Los Almendros,5.0,105.78
hotel_05,Hotel Puerta del Cielo,1.0,262.05
hotel_06,Hotel Encanto Real,1.0,459.44
hotel_11,Hotel Torre Dorada,4.0,225.92
hotel_02,Hotel Monte Verde,5.0,404.94
hotel_07,Palacio del Sol,4.0,377.98
hotel_14,Hotel Los Almendros,2.0,311.04
hotel_07,Palacio del Sol,1.0,108.31
hotel_14,Hotel Los Almendros,5.0,418.14
hotel_09,Hotel Las Estrellas,3.0,104.97
hotel_04,Hotel Camino del Sol,1.0,109.91
hotel_05,Hotel Puerta del Cielo,2.0,341.55
hotel_05,Hotel Puerta del Cielo,4.0,383.07
hotel_08,Hotel Jardines del Rey,5.0,472.28
hotel_09,Hotel Las Estrellas,3.0,461.58
hotel_04,Hotel Camino del Sol,5.0,258.34
hotel_06,Hotel Encanto Real,4.0,68.16
hotel_19,Hotel Costa Azul,1.0,58.4
hotel_04,Hotel Camino del Sol,5.0,411.04
hotel_14,Hotel Los Almendros,1.0,426.54
hotel_19,Hotel Costa Azul,3.0,324.11
hotel_05,Hotel Puerta del Cielo,3.0,481.82
hotel_03,Hotel Brisas del Mar,5.0,70.33
hotel_06,Hotel Encanto Real,1.0,250.2
hotel_19,Hotel Costa Azul,1.0,408.86
hotel_12,Hotel Palacio Imperial,3.0,487.19
hotel_15,Hotel Sol y Luna,5.0,498.78
hotel_10,Gran Hotel Madrid,1.0,306.69
hotel_08,Hotel Jardines del Rey,2.0,131.68
hotel_13,Hotel Luz de Madrid,1.0,317.79
hotel_06,Hotel Encanto Real,2.0,256.32
hotel_19,Hotel Costa Azul,1.0,314.01
hotel_07,Palacio del Sol,1.0,176.33
hotel_18,Hotel Vista Alegre,4.0,309.78
hotel_10,Gran Hotel Madrid,2.0,363.16
hotel_03,Hotel Brisas del Mar,2.0,446.86
hotel_20,Hotel Maravilla Real,4.0,437.34
hotel_16,Hotel Mirador Real,2.0,295.73
hotel_19,Hotel Costa Azul,1.0,228.16
hotel_11,Hotel Torre Dorada,5.0,314.31
hotel_02,Hotel Monte Verde,4.0,401.82
hotel_10,Gran Hotel Madrid,4.0,99.63
hotel_02,Hotel Monte Verde,3.0,338.1
hotel_03,Hotel Brisas del Mar,5.0,395.86
hotel_16,Hotel Mirador Real,2.0,63.94
hotel_20,Hotel Maravilla Real,3.0,464.4
hotel_12,Hotel Palacio Imperial,5.0,383.34
hotel_03,Hotel Brisas del Mar,5.0,484.75
hotel_19,Hotel Costa Azul,4.0,278.31
hotel_17,Hotel Rincón Sereno,5.0,82.41
hotel_17,Hotel Rincón Sereno,2.0,354.73
hotel_07,Palacio del Sol,4.0,343.46
hotel_08,Hotel Jardines del Rey,3.0,92.25
hotel_08,Hotel Jardines del Rey,4.0,278.53
hotel_20,Hotel Maravilla Real,3.0,135.83
hotel_14,Hotel Los Almendros,5.0,456.88
hotel_04,Hotel Camino del Sol,3.0,108.44
hotel_19,Hotel Costa Azul,1.0,377.61
hotel_13,Hotel Luz de Madrid,3.0,468.35
hotel_02,Hotel Monte Verde,1.0,157.04
hotel_10,Gran Hotel Madrid,2.0,120.13
hotel_17,Hotel Rincón Sereno,4.0,160.54
hotel_02,Hotel Monte Verde,1.0,406.48
hotel_12,Hotel Palacio Imperial,1.0,205.09
hotel_14,Hotel Los Almendros,1.0,66.53
hotel_05,Hotel Puerta del Cielo,3.0,137.54
hotel_13,Hotel Luz de Madrid,1.0,409.68
hotel_19,Hotel Costa Azul,5.0,297.95
hotel_12,Hotel Palacio Imperial,4.0,196.21
hotel_18,Hotel Vista Alegre,5.0,125.98
hotel_05,Hotel Puerta del Cielo,3.0,214.09
hotel_02,Hotel Monte Verde,5.0,216.36
hotel_08,Hotel Jardines del Rey,3.0,486.28
hotel_04,Hotel Camino del Sol,5.0,274.28
hotel_08,Hotel Jardines del Rey,2.0,465.31
hotel_08,Hotel Jardines del Rey,5.0,234.46
hotel_14,Hotel Los Almendros,1.0,168.27
hotel_19,Hotel Costa Azul,4.0,362.42
hotel_11,Hotel Torre Dorada,1.0,450.4
hotel_03,Hotel Brisas del Mar,3.0,303.9
hotel_10,Gran Hotel Madrid,4.0,96.87
hotel_06,Hotel Encanto Real,3.0,60.68
hotel_08,Hotel Jardines del Rey,5.0,67.39
hotel_10,Gran Hotel Madrid,4.0,189.19
hotel_07,Palacio del Sol,4.0,452.31
hotel_08,Hotel Jardines del Rey,2.0,298.04
hotel_18,Hotel Vista Alegre,1.0,402.43
hotel_06,Hotel Encanto Real,2.0,61.19
hotel_10,Gran Hotel Madrid,5.0,68.95
hotel_12,Hotel Palacio Imperial,4.0,279.9
hotel_10,Gran Hotel Madrid,3.0,254.3
hotel_04,Hotel Camino del Sol,5.0,195.86
hotel_10,Gran Hotel Madrid,4.0,470.08
hotel_20,Hotel Maravilla Real,1.0,361.83
hotel_11,Hotel Torre Dorada,5.0,239.61
hotel_14,Hotel Los Almendros,3.0,166.4
hotel_16,Hotel Mirador Real,4.0,111.8
hotel_16,Hotel Mirador Real,4.0,341.02
