nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion
La gira de rock Quijote,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3fec08889415910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,12:30,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}"
La gran mentira,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00bf6524d3ca4910VgnVCM1000001d4a900aRCRD,28039,CALLE ALMANSA 9,19:00,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}"
"La Guerra de la Independencia, 1808-1814",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7a31a577f8f4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
La guerra de los Lulus,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=de0d948aceca4910VgnVCM1000001d4a900aRCRD,28008,CALLE SANTA POLA 22,19:00,"{'organization-name': 'Auditorio Joaquín Rosado (Moncloa-Aravaca)', 'accesibility': '1,6'}"
La inabordable tarea de ser siempre la misma persona,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=78760c3d9a405910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:00,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
La isla de las cosas perdidas - La Tendía (Murcia),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8225b4305884910VgnVCM2000001f4a900aRCRD,28009,AVENIDA MÉXICO 4,12:30,"{'organization-name': 'Teatro Municipal de Títeres. Parque de El Retiro', 'accesibility': '1'}"
La José y El Torri,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6c91050085a4910VgnVCM1000001d4a900aRCRD,28032,CALLE VILLARDONDIEGO 36,19:00,"{'organization-name': 'Centro Cultural el Madroño (Vicálvaro)', 'accesibility': '1'}"
La lámpara mágica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f92318cb1405910VgnVCM2000001f4a900aRCRD,28015,CALLE AMANIEL 29,,"{'organization-name': 'Centro Cultural Clara del Rey - Museo ABC (Centro)', 'accesibility': '1'}"
La Leyenda del Titanic,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ef58c83603a0910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
La llegada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=faa4b6a7be294910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
La luz que imaginamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4b97f84b5394910VgnVCM1000001d4a900aRCRD,28038,CALLE RISCO DE PELOCHE 14,19:00,"{'organization-name': 'Centro Sociocultural Alberto Sánchez (Puente de Vallecas)', 'accesibility': '1'}"
La magia del color,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1724407e6a294910VgnVCM1000001d4a900aRCRD,28001,CALLE NUÑEZ DE BALBOA 40,,"{'organization-name': 'Espacio Cultural Núñez de Balboa, 40 (Salamanca)', 'accesibility': '1'}"
La marsellesa de los borrachos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff66d58d22984910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
La medicina en la pintura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b7733d971394910VgnVCM1000001d4a900aRCRD,28038,CALLE RISCO DE PELOCHE 14,19:00,"{'organization-name': 'Centro Sociocultural Alberto Sánchez (Puente de Vallecas)', 'accesibility': '1'}"
"La Mina Tres: evento de diseño, ilustración y dibujo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f22a49aa717db810VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,11:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
"La Mina Tres: evento de diseño, ilustración y dibujo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecf949aa717db810VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,11:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
"La Mina Tres: evento de diseño, ilustración y dibujo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=910a49aa717db810VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,11:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
La mochila del juglar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce3ae51b020e4910VgnVCM1000001d4a900aRCRD,28043,CALLE BENITA AVILA 23,18:30,"{'organization-name': 'Centro Cultural Federico Chueca (Hortaleza)', 'accesibility': '1'}"
La mujer en el flamenco,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3c433d971394910VgnVCM1000001d4a900aRCRD,28041,PLAZA ASOCIACION 1,18:30,"{'organization-name': 'Centro Cultural Meseta de Orcasitas (Usera)', 'accesibility': '1'}"
La mujer en el siglo XVI desde el Retrato,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae0cc08889415910VgnVCM2000001f4a900aRCRD,,,19:00,"{'organization-name': 'Centro Cultural Zazuar (Villa de Vallecas)', 'accesibility': '1,6'}"
La mujer y el trabajo en el distrito de Retiro de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5969d3bed5d4910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,18:00,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}"
La Quinta en Flor 2025,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=897fba93a70e4910VgnVCM1000001d4a900aRCRD,28027,CALLE JUAN IGNACIO LUCA DE TENA 20,,"{'organization-name': 'Espacio Abierto Quinta de los Molinos', 'accesibility': '1,6'}"
La restauración,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f3464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
La Restauración de Notre-Dame: Desafíos y Futuro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=42d10a4fc9964910VgnVCM2000001f4a900aRCRD,,,19:00,"{'organization-name': 'Centro Cultural Zazuar (Villa de Vallecas)', 'accesibility': '1,6'}"
La revolución de las musas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9dafc109a5305910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
La señorita de Trévelez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9fb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,"{'organization-name': 'Fernán Gómez Centro Cultural de la Villa', 'accesibility': '1,6'}"
La sombra del Tenorio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d69ec57c1c915910VgnVCM1000001d4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,19:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}"
La sonrisa de monalisa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c2f7bfae6da4910VgnVCM2000001f4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,19:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}"
La sustancia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0a87f84b5394910VgnVCM1000001d4a900aRCRD,28038,CALLE RISCO DE PELOCHE 14,19:00,"{'organization-name': 'Centro Sociocultural Alberto Sánchez (Puente de Vallecas)', 'accesibility': '1'}"
La Tapia I: cerca histórica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d3bc1a36e35810VgnVCM2000001f4a900aRCRD,28011,PARQUE CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO) ,10:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Casa de Campo', 'accesibility': '1'}"
La tarta de la abuela Canela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8117bfae6da4910VgnVCM2000001f4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,18:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}"
La trilogía de los colores de Krzysztof Kieślowski,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a080bc00c8fd4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:30,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
La venganza de Don Mendo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01c7bc00c8fd4910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 6,19:30,"{'organization-name': 'Centro Cultural Casa del Reloj (Arganzuela)', 'accesibility': '1'}"
La vida de un donut,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dabcc69f0484910VgnVCM2000001f4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,18:00,"{'organization-name': 'Centro Sociocultural Santa Petronila (Villaverde)', 'accesibility': '1'}"
LABORATORIO DE INTELIGENCIA EMOCIONAL,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2549f3687f7a4910VgnVCM2000001f4a900aRCRD,28029,CALLE ARZOBISPO MORCILLO 7,18:00,"{'organization-name': 'Centro Sociocultural Valle Inclán (Fuencarral - El Pardo)', 'accesibility': '1'}"
Laboratorio de Técnicas de Estudio y Clases de Apoyo Escolar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=912ed305de902910VgnVCM2000001f4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,18:00,"{'organization-name': 'Centro Sociocultural Marconi (Villaverde)', 'accesibility': '1'}"
Laboratorio infantil: Preparando el Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a00f434865fd4910VgnVCM2000001f4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,17:00,"{'organization-name': 'Centro Sociocultural Montecarmelo (Fuencarral - El Pardo)', 'accesibility': '1'}"
Laboratorio infantil: Preparando el Carnaval,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9158434865fd4910VgnVCM2000001f4a900aRCRD,28048,CALLE MIRA EL RIO 4,18:00,"{'organization-name': 'Centro Sociocultural Alfonso XII (Fuencarral - El Pardo)', 'accesibility': '1'}"
Laboratorios ciudadanos: Rescatando la memoria de la Dehesa de la Villa,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0825a2fa9a3e3910VgnVCM1000001d4a900aRCRD,,,10:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Dehesa de la Villa', 'accesibility': '1'}"
Las centennials hacen cine,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a4202a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Las cuatro hijas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ab464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Las marionetas de la Dehesa te cuentan,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b41c9a484315910VgnVCM1000001d4a900aRCRD,,,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Dehesa de la Villa', 'accesibility': '1'}"
Las novias del sur,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0eb1ef6c9c305910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
Las trágicas payasas de Shakespeare,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=de578dca45bb4910VgnVCM1000001d4a900aRCRD,28044,AVENIDA LAS AGUILAS 2,19:00,"{'organization-name': 'Auditorio y sala de exposiciones Paco de Lucía (Latina)', 'accesibility': '1'}"
Las tres caras de Eva,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6d2d654e4894910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,18:30,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}"
Las tres guerras carlistas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=80d31a577f8f4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
"Lectura de textos dramáticos traducidos, por Entre Bambalíneas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ac9ec15205d3910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,17:30,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
Lectura dramatizada: 'EN EL FONDO SIEMPRE HEMOS ESTADO ASÍ',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6aa005f190894910VgnVCM1000001d4a900aRCRD,28034,PLAZA ISLAS AZORES 1,19:00,"{'organization-name': 'Centro Sociocultural Valverde (Fuencarral - El Pardo)', 'accesibility': '1'}"
Lee Gamble  &amp; Candela Capitán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b1202a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Legumbre: tu opción saludable todo el año,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b445ec7f30d4910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,11:00,"{'organization-name': 'Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)', 'accesibility': '1,6'}"
Letras Móviles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=278c727228cb4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,19:00,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
Lo preciso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0a98dca45bb4910VgnVCM1000001d4a900aRCRD,,,19:00,
Loca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4fa948aceca4910VgnVCM1000001d4a900aRCRD,28035,CALLE ANTONIO MACHADO 20,19:00,"{'organization-name': 'Centro Cultural Julio Cortázar (Moncloa - Aravaca)', 'accesibility': '1'}"
Los Cabecicubos en la Biblioteca Aluche,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c2d727228cb4910VgnVCM1000001d4a900aRCRD,28047,CALLE CAMARENA 10,18:00,"{'organization-name': 'Biblioteca Pública Municipal Aluche (Latina)', 'accesibility': '1,5,6'}"
Los Cabecicubos en la Biblioteca Canillejas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=863d727228cb4910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:00,"{'organization-name': 'Biblioteca Pública Municipal Canillejas (San Blas-Canillejas)', 'accesibility': '0,6'}"
Los Cabecicubos en la Biblioteca Gloria Fuertes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b3d727228cb4910VgnVCM1000001d4a900aRCRD,28042,AVENIDA LOGROÑO 179,17:30,"{'organization-name': 'Biblioteca Pública Municipal Gloria Fuertes (Barajas)', 'accesibility': '1,6'}"
Los Cabecicubos en la Biblioteca Pozo del Tío Raimundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ee2d727228cb4910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,12:00,"{'organization-name': 'Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas)', 'accesibility': '1,6'}"
Los caminos del paraíso,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01763e8ae27a4910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}"
Los de amplio espectro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2da7ceda585d4910VgnVCM1000001d4a900aRCRD,28022,AVENIDA SEPTIMA 11,19:00,"{'organization-name': 'Centro Cultural Ciudad Pegaso (San Blas - Canillejas)', 'accesibility': '1'}"
Los destellos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00efef6c9c305910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
Los destellos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68e133d971394910VgnVCM1000001d4a900aRCRD,28026,AVENIDA RAFAELA YBARRA 41,18:30,"{'organization-name': 'Junta Municipal del Distrito de Usera', 'accesibility': '1'}"
Los gigantes de la montaña,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ffeb0f8cebe1910VgnVCM1000001d4a900aRCRD,28001,PLAZA COLON 4,,"{'organization-name': 'Fernán Gómez Centro Cultural de la Villa', 'accesibility': '1,6'}"
Los grandes momentos de los Óscar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=45a2d654e4894910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,18:30,"{'organization-name': 'Centro Sociocultural José de Espronceda (Tetuán)', 'accesibility': '1'}"
Los límites de la levedad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74a40c3d9a405910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,19:00,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}"
Los más pequeños también plantamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c93d5a33ba4e3910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
Los más pequeños también plantamos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f1d5a33ba4e3910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
Los payasos desastre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6f51105afad4910VgnVCM2000001f4a900aRCRD,28043,CALLE CARRIL DEL CONDE 57,18:00,"{'organization-name': 'Centro Cultural Carril del Conde (Hortaleza)', 'accesibility': '1'}"
Los procesos creativos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9519f45bf9e1910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}"
Los relojes de sol domésticos de la Ermita Santa María la Antigua,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2294e2da126d4910VgnVCM2000001f4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,19:30,"{'organization-name': 'Biblioteca Pública Municipal La Chata (Carabanchel)', 'accesibility': '1,6'}"
Los Rosales. Pasacalles Entierro de la Sardina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c11abe426bef4910VgnVCM1000001d4a900aRCRD,,,17:30,
Los Secretos del Capricho: público familiar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4bca9ad065bac810VgnVCM1000001d4a900aRCRD,,,10:30,
Los secretos escondidos en los cuentos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0266f3687f7a4910VgnVCM2000001f4a900aRCRD,28044,CALLE EUGENIA DE MONTIJO 105,12:30,"{'organization-name': 'Centro Sociocultural García Lorca (Carabanchel)', 'accesibility': '1'}"
Los soñadores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=693391bed4ff4910VgnVCM1000001d4a900aRCRD,28007,PLAZA DAOIZ Y VELARDE 2,12:00,"{'organization-name': 'Plaza de Daoíz y Velarde', 'accesibility': '1'}"
Los tres cerditos - Okarino Trapisonda (Madrid),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7bb99cb2f80d4910VgnVCM1000001d4a900aRCRD,28009,AVENIDA MÉXICO 4,,"{'organization-name': 'Teatro Municipal de Títeres. Parque de El Retiro', 'accesibility': '1'}"
Los Viajes de Agua de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=119029457e3e3910VgnVCM1000001d4a900aRCRD,,,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de Dehesa de la Villa', 'accesibility': '1'}"
Love Hotel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f1eab3c2bd84910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Luces y sombras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=563da11cf75d4910VgnVCM2000001f4a900aRCRD,28042,PLAZA NAVIO 4,,"{'organization-name': 'Centro Sociocultural Teresa de Calcuta (Barajas)', 'accesibility': '1'}"
Ludoteca en Centro Cultural  Miguel Hernández,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=424529ae67e9e810VgnVCM2000001f4a900aRCRD,28044,CALLE SERRADILLA 13,,"{'organization-name': 'Centro Cultural Miguel Hernández (Latina)', 'accesibility': '1'}"
